subj,trial,response_item,prob
197,3,long-late,0.5
197,3,related-late,0.5
197,4,related-early,0
197,4,repeated,1
197,5,related-late,1
197,5,repeated,0
197,6,long,0.25
197,6,repeated,0.75
197,7,long-foil,0.5
197,7,related-foil,0.5
197,8,short,0.75
197,8,short-foil,0.25
197,9,long-early,0.6
197,9,long-late,0.4
197,10,related,0.8333333333333334
197,10,related-foil,0.16666666666666666
197,11,long,0.6
197,11,long-foil,0.4
197,12,single,0.6
197,12,single-foil,0.4
198,1,related-early,0.3333333333333333
198,1,related-late,0.6666666666666666
198,2,long-early,0.5
198,2,related-early,0.5
198,3,long-late,0.5
198,3,related-late,0.5
198,4,related-early,0
198,4,repeated,1
198,5,related-late,1
198,5,repeated,0
198,6,long,0.25
198,6,repeated,0.75
198,7,long-foil,0.6666666666666666
198,7,related-foil,0.3333333333333333
198,8,short,1
198,8,short-foil,0
198,9,long-early,0.8
198,9,long-late,0.2
198,10,related,0.8333333333333334
198,10,related-foil,0.16666666666666666
198,11,long,1
198,11,long-foil,0
198,12,single,1
198,12,single-foil,0
199,1,related-early,1
199,1,related-late,0
199,2,long-early,0
199,2,related-early,1
199,3,long-late,0
199,3,related-late,1
199,4,related-early,0
199,4,repeated,1
199,5,related-late,0
199,5,repeated,1
199,6,long,0
199,6,repeated,1
199,7,long-foil,0.3333333333333333
199,7,related-foil,0.6666666666666666
199,8,short,0.875
199,8,short-foil,0.125
199,9,long-early,0.6
199,9,long-late,0.4
199,10,related,0.8333333333333334
199,10,related-foil,0.16666666666666666
199,11,long,0.8
199,11,long-foil,0.2
199,12,single,1
199,12,single-foil,0
200,1,related-early,0.6666666666666666
200,1,related-late,0.3333333333333333
200,2,long-early,0.5
200,2,related-early,0.5
200,3,long-late,1
200,3,related-late,0
200,4,related-early,1
200,4,repeated,0
200,5,related-late,1
200,5,repeated,0
200,6,long,0.25
200,6,repeated,0.75
200,7,long-foil,0.3333333333333333
200,7,related-foil,0.6666666666666666
200,8,short,0.75
200,8,short-foil,0.25
200,9,long-early,0.6
200,9,long-late,0.4
200,10,related,0.6666666666666666
200,10,related-foil,0.3333333333333333
200,11,long,0.8
200,11,long-foil,0.2
200,12,single,0.9
200,12,single-foil,0.1
NA,1,related-early,1
NA,1,related-late,0
NA,2,long-early,0
NA,2,related-early,1
NA,3,long-late,0
NA,3,related-late,1
NA,4,related-early,1
NA,4,repeated,0
NA,5,related-late,0
NA,5,repeated,1
NA,6,long,0.25
NA,6,repeated,0.75
NA,7,long-foil,0.6666666666666666
NA,7,related-foil,0.3333333333333333
NA,8,short,0.375
NA,8,short-foil,0.625
NA,9,long-early,0.4
NA,9,long-late,0.6
NA,10,related,0.5
NA,10,related-foil,0.5
NA,11,long,0.6
NA,11,long-foil,0.4
NA,12,single,0.6
NA,12,single-foil,0.4
